source,browser,sex,age,country_name,n_device_occur,signup_month,signup_day,signup_day_name,purchase_month,purchase_day,purchase_day_name,purchase_over_time,class
Ads,Chrome,F,45,Unknown Country,12,1,8,Thursday,1,8,Thursday,inf,1
SEO,Chrome,M,47,United States,1,3,31,Tuesday,7,23,Thursday,5333.333333333333,0
Direct,IE,F,29,United States,1,4,18,Saturday,6,12,Friday,11750.0,0
Direct,Chrome,M,32,China,1,1,13,Tuesday,4,19,Sunday,7625.0,0
SEO,IE,F,24,Unknown Country,1,8,1,Saturday,9,19,Saturday,2750.0,0
SEO,Chrome,F,29,Japan,1,2,9,Monday,5,13,Wednesday,3857.1428571428573,0
Direct,Safari,M,19,Japan,1,7,22,Wednesday,11,3,Tuesday,2625.0,0
SEO,IE,F,29,United States,2,7,7,Tuesday,10,3,Saturday,3714.285714285714,0
SEO,Safari,M,25,Japan,1,7,29,Wednesday,8,15,Saturday,61000.0,0
Ads,Opera,M,24,Japan,1,4,15,Wednesday,7,28,Tuesday,2875.0,0
Ads,Chrome,M,41,China,1,1,13,Tuesday,4,21,Tuesday,1875.0,0
Ads,Safari,F,27,India,1,3,28,Saturday,5,20,Wednesday,6000.0,0
SEO,Safari,M,20,Hong Kong,1,5,27,Wednesday,9,20,Sunday,8111.111111111111,0
SEO,Chrome,F,27,Italy,1,7,27,Monday,7,28,Tuesday,inf,0
SEO,Safari,F,30,Tunisia,1,1,20,Tuesday,2,13,Friday,6000.0,0
Ads,Safari,M,48,Unknown Country,8,1,2,Friday,1,2,Friday,inf,1
SEO,FireFox,F,38,Argentina,1,6,2,Tuesday,8,26,Wednesday,7571.428571428572,0
Ads,Chrome,M,28,United States,1,5,25,Monday,7,13,Monday,9500.0,0
Ads,Chrome,M,38,Unknown Country,1,7,15,Wednesday,8,20,Thursday,20333.333333333332,0
Ads,IE,M,28,France,1,1,2,Friday,1,28,Wednesday,19500.0,0
Direct,Chrome,F,35,China,1,4,13,Monday,5,2,Saturday,11000.0,0
Ads,Chrome,F,30,United States,1,2,9,Monday,5,4,Monday,1714.2857142857142,0
SEO,IE,M,29,Japan,1,8,2,Sunday,10,9,Friday,8200.0,0
Ads,Chrome,M,23,Spain,1,4,3,Friday,4,19,Sunday,85000.0,0
SEO,Safari,F,27,United States,1,1,30,Friday,3,7,Saturday,14666.666666666666,0
Ads,Chrome,F,30,United Kingdom,1,6,13,Saturday,10,5,Monday,5222.222222222223,0
Direct,IE,M,31,United States,1,1,8,Thursday,4,20,Monday,11375.0,0
SEO,Safari,M,21,Poland,1,4,17,Friday,5,18,Monday,12000.0,0
SEO,Safari,M,36,United States,1,3,1,Sunday,6,25,Thursday,2111.1111111111113,0
SEO,Chrome,M,30,United States,2,5,23,Saturday,7,29,Wednesday,3600.0,0
Direct,FireFox,M,37,Czech Republic,1,8,1,Saturday,8,28,Friday,26000.0,0
SEO,FireFox,F,28,Japan,9,1,8,Thursday,1,8,Thursday,inf,1
Direct,FireFox,M,28,United States,1,1,8,Thursday,4,7,Tuesday,7142.857142857143,0
SEO,FireFox,F,23,Unknown Country,1,6,30,Tuesday,8,20,Thursday,5500.0,0
Ads,Safari,M,46,Japan,1,5,30,Saturday,6,23,Tuesday,19500.0,0
SEO,Safari,M,41,United States,1,2,5,Thursday,4,1,Wednesday,11750.0,0
Ads,IE,F,32,United States,1,6,2,Tuesday,9,24,Thursday,5222.222222222223,0
Ads,IE,M,35,United States,1,5,9,Saturday,7,26,Sunday,1833.3333333333333,0
Ads,Chrome,M,38,United States,1,5,20,Wednesday,9,2,Wednesday,4500.0,0
Ads,Safari,M,29,Japan,12,1,7,Wednesday,3,11,Wednesday,100800.0,0
SEO,IE,M,49,United States,1,7,29,Wednesday,11,3,Tuesday,5500.0,0
SEO,IE,F,33,United States,1,1,7,Wednesday,2,24,Tuesday,12000.0,0
Ads,Safari,F,29,France,1,5,15,Friday,9,12,Saturday,6666.666666666667,1
SEO,Safari,F,45,United States,1,3,5,Thursday,6,15,Monday,1875.0,0
SEO,Chrome,M,28,China,1,3,16,Monday,4,8,Wednesday,12500.0,0
SEO,IE,M,41,United States,1,7,4,Saturday,9,19,Saturday,10500.0,0
SEO,Safari,F,32,United States,1,7,31,Friday,10,29,Thursday,6000.0,0
Ads,Chrome,M,36,United States,1,4,10,Friday,7,26,Sunday,1375.0,0
SEO,Chrome,M,40,United States,1,1,13,Tuesday,3,15,Sunday,5000.0,0
SEO,Chrome,M,34,United Kingdom,1,3,10,Tuesday,6,7,Sunday,5285.714285714285,0
Ads,FireFox,M,47,China,1,1,13,Tuesday,3,3,Tuesday,6000.0,0
Direct,IE,M,42,United States,1,4,16,Thursday,5,24,Sunday,14666.666666666666,0
Ads,IE,M,18,United States,2,7,27,Monday,8,6,Thursday,35000.0,0
Ads,IE,F,40,China,1,3,23,Monday,6,18,Thursday,11142.857142857143,0
SEO,Chrome,F,19,British Indian Ocean Territory,1,3,6,Friday,3,10,Tuesday,inf,0
SEO,IE,M,36,India,1,5,25,Monday,6,1,Monday,42000.0,0
Ads,IE,F,43,China,1,6,14,Sunday,9,23,Wednesday,6000.0,0
Direct,Chrome,M,31,United States,1,4,2,Thursday,6,17,Wednesday,5166.666666666667,0
Ads,IE,M,40,China,1,7,7,Tuesday,7,16,Thursday,24000.0,0
Direct,Chrome,M,38,China,1,6,26,Friday,8,14,Friday,10000.0,1
SEO,Safari,M,37,Japan,2,2,11,Wednesday,5,14,Thursday,11857.142857142857,0
SEO,Chrome,M,24,Morocco,1,3,12,Thursday,5,23,Saturday,12500.0,0
SEO,IE,M,41,United States,1,2,18,Wednesday,3,27,Friday,19333.333333333332,0
SEO,Chrome,F,33,France,2,4,20,Monday,7,3,Friday,6000.0,0
Ads,Safari,M,39,China,1,1,12,Monday,3,4,Wednesday,6750.0,0
Ads,Chrome,M,23,United Kingdom,1,5,16,Saturday,5,19,Tuesday,inf,0
SEO,Safari,M,50,United Kingdom,1,2,14,Saturday,5,19,Tuesday,11428.57142857143,0
Direct,IE,M,35,Iran (ISLAMIC Republic Of),1,4,22,Wednesday,6,7,Sunday,11000.0,0
Direct,Safari,M,31,Korea Republic of,1,1,8,Thursday,4,21,Tuesday,4750.0,0
SEO,Chrome,M,55,Germany,1,3,19,Thursday,3,24,Tuesday,inf,0
Ads,Chrome,M,46,United States,1,7,22,Wednesday,10,15,Thursday,3000.0,0
SEO,Chrome,F,22,India,1,3,28,Saturday,6,30,Tuesday,7000.0,0
SEO,Chrome,M,30,United States,1,6,19,Friday,6,27,Saturday,48000.0,0
Direct,Chrome,F,35,China,1,1,25,Sunday,2,25,Wednesday,19500.0,0
Ads,Safari,M,34,United States,2,7,10,Friday,9,11,Friday,5000.0,0
Direct,Safari,F,50,Colombia,1,6,2,Tuesday,8,20,Thursday,3333.3333333333335,0
SEO,Chrome,M,30,China,1,2,24,Tuesday,6,16,Tuesday,4888.888888888889,0
Ads,Safari,M,23,United States,1,5,2,Saturday,7,14,Tuesday,6666.666666666667,0
SEO,FireFox,F,38,Switzerland,1,5,13,Wednesday,7,21,Tuesday,4800.0,0
SEO,Chrome,M,37,United States,1,1,17,Saturday,4,9,Thursday,8428.57142857143,0
Direct,Chrome,M,40,Belgium,1,3,13,Friday,6,17,Wednesday,5375.0,0
SEO,Chrome,F,30,Thailand,1,2,12,Thursday,5,18,Monday,5375.0,0
Direct,Chrome,M,25,Japan,1,1,29,Thursday,4,30,Thursday,4571.428571428572,0
Ads,Chrome,M,41,Romania,1,1,19,Monday,2,11,Wednesday,10500.0,0
Ads,Opera,M,27,Unknown Country,1,1,16,Friday,4,21,Tuesday,6875.0,0
Ads,Chrome,F,40,United States,1,3,30,Monday,5,4,Monday,13000.0,0
SEO,Chrome,F,34,China,1,2,22,Sunday,4,8,Wednesday,6750.0,0
Direct,Chrome,F,22,United Kingdom,1,5,5,Tuesday,5,31,Sunday,14000.0,0
Ads,IE,M,24,Taiwan; Republic of China (ROC),2,7,30,Thursday,11,3,Tuesday,3875.0,0
Direct,Chrome,F,38,United States,1,3,5,Thursday,6,17,Wednesday,7250.0,0
Direct,Chrome,F,32,Unknown Country,1,2,23,Monday,4,13,Monday,6250.0,0
SEO,Chrome,F,32,United States,1,6,24,Wednesday,8,6,Thursday,7666.666666666667,0
Ads,Chrome,F,22,United States,1,1,30,Friday,4,10,Friday,8166.666666666667,0
Direct,IE,F,28,Germany,2,4,20,Monday,6,21,Sunday,9000.0,1
SEO,Chrome,M,40,United Kingdom,1,7,16,Thursday,11,6,Friday,6888.888888888889,0
Ads,FireFox,M,50,United States,1,4,12,Sunday,8,7,Friday,3222.222222222222,0
SEO,Safari,M,18,Denmark,2,4,10,Friday,6,18,Thursday,6200.0,0
SEO,Chrome,F,56,United States,1,1,6,Tuesday,2,11,Wednesday,4333.333333333333,0
Direct,Chrome,M,28,United States,1,5,28,Thursday,7,22,Wednesday,8250.0,0
Ads,Chrome,M,20,China,1,3,24,Tuesday,7,12,Sunday,2555.5555555555557,0
Ads,FireFox,F,49,United States,1,4,1,Wednesday,7,11,Saturday,3625.0,0
Ads,Safari,M,50,China,10,1,3,Saturday,1,3,Saturday,inf,1
SEO,Opera,M,27,United States,2,3,5,Thursday,4,18,Saturday,19750.0,0
Ads,Chrome,M,29,United States,1,4,24,Friday,5,7,Thursday,15000.0,0
SEO,FireFox,M,29,Denmark,1,1,6,Tuesday,4,13,Monday,4875.0,0
Ads,IE,F,46,United States,1,7,21,Tuesday,9,28,Monday,5800.0,0
SEO,FireFox,M,27,Brazil,1,3,9,Monday,3,11,Wednesday,inf,0
SEO,Safari,M,45,United States,1,8,17,Monday,8,20,Thursday,inf,0
Direct,Chrome,M,33,Unknown Country,1,8,3,Monday,8,13,Thursday,45000.0,0
Direct,Chrome,M,26,United States,1,7,9,Thursday,9,9,Wednesday,15000.0,0
SEO,Chrome,F,47,Costa Rica,1,2,6,Friday,5,17,Sunday,5875.0,0
Ads,FireFox,M,37,Unknown Country,1,4,4,Saturday,5,30,Saturday,7500.0,0
Ads,Safari,M,29,Ukraine,1,5,12,Tuesday,7,6,Monday,2250.0,0
SEO,Safari,F,44,Unknown Country,1,2,1,Sunday,5,3,Sunday,18142.85714285714,0
Ads,FireFox,M,25,United States,1,6,29,Monday,10,15,Thursday,2875.0,0
Direct,Chrome,M,43,Unknown Country,1,4,1,Wednesday,5,23,Saturday,12000.0,0
SEO,IE,F,44,Unknown Country,1,8,17,Monday,8,22,Saturday,inf,0
Ads,Chrome,F,47,United States,1,4,18,Saturday,5,31,Sunday,13333.333333333334,0
Ads,Chrome,F,36,Unknown Country,1,2,3,Tuesday,3,9,Monday,10000.0,0
Direct,IE,F,36,Australia,1,4,6,Monday,4,19,Sunday,46000.0,0
Ads,Chrome,F,22,Unknown Country,1,3,11,Wednesday,6,21,Sunday,3125.0,0
Ads,Chrome,F,35,United States,1,8,12,Wednesday,10,13,Tuesday,6800.0,0
Ads,Chrome,M,20,United Kingdom,1,5,19,Tuesday,8,3,Monday,6666.666666666667,0
Ads,FireFox,M,27,United States,1,2,9,Monday,4,21,Tuesday,4833.333333333333,0
Direct,Opera,M,47,United States,1,3,30,Monday,4,28,Tuesday,10500.0,0
Ads,Opera,F,28,Mexico,1,2,9,Monday,3,6,Friday,9500.0,0
Direct,IE,M,29,Colombia,1,7,15,Wednesday,7,18,Saturday,inf,0
Ads,Chrome,M,33,Germany,2,5,20,Wednesday,8,17,Monday,10714.285714285714,1
SEO,Opera,F,48,Brazil,1,1,16,Friday,4,24,Friday,6875.0,0
Ads,IE,F,28,United States,1,7,31,Friday,10,30,Friday,5571.428571428572,0
Ads,IE,F,29,United Kingdom,1,3,18,Wednesday,5,19,Tuesday,8800.0,0
SEO,IE,F,28,Lithuania,3,1,15,Thursday,4,23,Thursday,4750.0,0
SEO,IE,M,28,Japan,1,1,25,Sunday,2,5,Thursday,39000.0,0
SEO,IE,M,37,United States,1,6,14,Sunday,8,16,Sunday,18400.0,0
Ads,IE,M,30,United States,2,1,16,Friday,2,19,Thursday,17333.333333333332,0
SEO,Safari,M,27,Sweden,1,2,22,Sunday,5,11,Monday,12166.666666666666,0
Ads,Chrome,M,31,France,1,4,5,Sunday,8,2,Sunday,4555.555555555556,0
Direct,Chrome,F,21,United States,2,3,30,Monday,4,19,Sunday,11500.0,0
SEO,Chrome,M,21,Netherlands,2,3,31,Tuesday,6,27,Saturday,10000.0,0
Direct,IE,M,22,Canada,1,6,13,Saturday,9,23,Wednesday,1250.0,0
SEO,IE,M,47,United States,2,1,20,Tuesday,2,28,Saturday,9333.333333333334,1
Direct,Chrome,M,24,Brazil,1,5,2,Saturday,8,5,Wednesday,12714.285714285714,0
Ads,Chrome,F,25,European Union,1,6,7,Sunday,10,1,Thursday,2555.5555555555557,0
SEO,Chrome,M,52,Korea Republic of,1,7,23,Thursday,8,17,Monday,8000.0,0
SEO,Chrome,M,49,Brazil,1,5,15,Friday,9,11,Friday,2000.0,0
Ads,Safari,M,52,Japan,1,8,7,Friday,8,23,Sunday,37000.0,0
Ads,FireFox,M,45,United States,1,8,18,Tuesday,11,20,Friday,5500.0,0
SEO,IE,F,18,China,1,1,1,Thursday,3,11,Wednesday,13400.0,0
Ads,Safari,F,33,United States,1,4,10,Friday,7,1,Wednesday,8666.666666666666,0
Ads,Chrome,M,23,Korea Republic of,1,3,28,Saturday,4,16,Thursday,38000.0,0
Direct,Chrome,F,26,United States,1,5,18,Monday,7,17,Friday,9000.0,0
SEO,IE,M,42,Korea Republic of,1,6,5,Friday,9,16,Wednesday,3875.0,0
SEO,Chrome,F,27,Chile,1,4,13,Monday,4,29,Wednesday,9000.0,0
Direct,Chrome,F,43,Romania,1,2,3,Tuesday,5,12,Tuesday,2125.0,0
Ads,Chrome,M,32,Australia,1,4,4,Saturday,5,3,Sunday,35500.0,0
Ads,IE,F,34,United Kingdom,1,2,23,Monday,5,16,Saturday,6857.142857142857,0
SEO,IE,M,36,United Kingdom,3,3,15,Sunday,4,9,Thursday,9500.0,0
Ads,Chrome,M,28,France,1,6,12,Friday,6,15,Monday,inf,0
Direct,Safari,F,39,United States,2,7,9,Thursday,8,8,Saturday,31000.0,0
Ads,Chrome,M,34,United States,1,1,3,Saturday,3,11,Wednesday,2600.0,0
SEO,FireFox,F,22,Russian Federation,1,5,20,Wednesday,6,24,Wednesday,14333.333333333334,0
SEO,FireFox,M,23,Korea Republic of,1,1,14,Wednesday,2,4,Wednesday,32500.0,0
SEO,Chrome,M,30,France,1,7,28,Tuesday,9,10,Thursday,12666.666666666666,0
Ads,Chrome,M,30,United States,1,4,10,Friday,5,28,Thursday,17000.0,0
SEO,Safari,F,34,China,1,5,27,Wednesday,8,11,Tuesday,10666.666666666666,0
Ads,Safari,M,23,Russian Federation,1,6,26,Friday,8,30,Sunday,7400.0,0
Direct,Chrome,F,27,Unknown Country,1,6,11,Thursday,9,30,Wednesday,1555.5555555555557,0
Ads,FireFox,M,34,China,1,8,4,Tuesday,9,18,Friday,7250.0,0
SEO,IE,M,33,United States,1,4,27,Monday,5,28,Thursday,17500.0,0
SEO,Chrome,F,39,Australia,1,7,11,Saturday,10,23,Friday,3000.0,0
Ads,IE,M,40,China,1,2,6,Friday,3,12,Thursday,19000.0,0
Ads,Chrome,M,32,United States,1,6,26,Friday,8,14,Friday,7000.0,0
SEO,Safari,M,35,United States,1,6,9,Tuesday,9,30,Wednesday,4555.555555555556,0
SEO,Safari,M,27,United States,1,6,25,Thursday,9,12,Saturday,4500.0,0
SEO,FireFox,F,25,United States,1,3,16,Monday,4,14,Tuesday,24000.0,0
SEO,Opera,M,30,Korea Republic of,1,4,11,Saturday,7,17,Friday,6250.0,0
SEO,Chrome,M,39,United States,1,6,28,Sunday,9,14,Monday,15500.0,0
Ads,Chrome,M,33,France,1,6,21,Sunday,7,27,Monday,17000.0,0
Direct,IE,M,35,Unknown Country,1,5,8,Friday,8,31,Monday,4666.666666666667,0
Direct,FireFox,M,30,Unknown Country,1,7,6,Monday,10,5,Monday,2571.4285714285716,0
Ads,Safari,F,43,Unknown Country,1,8,2,Sunday,10,28,Wednesday,8428.57142857143,0
SEO,Chrome,F,40,United States,1,5,22,Friday,9,7,Monday,6375.0,0
SEO,Chrome,F,37,United States,1,4,27,Monday,7,2,Thursday,8200.0,0
Ads,Chrome,F,36,United Kingdom,2,4,24,Friday,4,27,Monday,inf,0
SEO,Safari,M,39,Iran (ISLAMIC Republic Of),1,1,14,Wednesday,2,11,Wednesday,10000.0,0
SEO,Chrome,F,33,Unknown Country,1,6,16,Tuesday,7,17,Friday,13000.0,0
Ads,FireFox,F,41,United States,1,6,6,Saturday,8,15,Saturday,5500.0,0
Ads,Chrome,M,32,United Kingdom,2,1,17,Saturday,2,12,Thursday,39000.0,1
Ads,FireFox,M,36,United States,1,8,14,Friday,11,10,Tuesday,8000.0,0
Ads,Safari,M,26,China,1,2,16,Monday,4,13,Monday,9750.0,0
Direct,IE,M,23,United States,1,6,11,Thursday,7,25,Saturday,3000.0,0
Ads,Safari,M,40,Germany,1,2,17,Tuesday,6,9,Tuesday,1333.3333333333333,0
Ads,Chrome,M,42,Korea Republic of,1,5,1,Friday,6,4,Thursday,18666.666666666668,0
Ads,Chrome,M,34,Unknown Country,1,1,5,Monday,2,13,Friday,3666.6666666666665,0
SEO,FireFox,F,41,Germany,1,7,11,Saturday,9,24,Thursday,7666.666666666667,0
Ads,Chrome,F,39,Japan,1,7,3,Friday,9,5,Saturday,4600.0,0
Direct,Chrome,F,23,United States,1,4,30,Thursday,5,28,Thursday,9000.0,0
SEO,FireFox,M,36,United States,1,6,6,Saturday,9,11,Friday,5250.0,0
SEO,Chrome,F,52,United States,2,1,11,Sunday,4,3,Friday,4166.666666666667,0
Ads,Chrome,M,25,Germany,1,4,7,Tuesday,5,15,Friday,6333.333333333333,0
Ads,Opera,F,39,United States,2,5,11,Monday,5,17,Sunday,inf,0
Direct,IE,F,54,China,1,2,19,Thursday,4,26,Sunday,13200.0,0
Ads,Chrome,F,45,United States,1,6,10,Wednesday,10,1,Thursday,1888.888888888889,0
Direct,IE,M,33,United States,1,6,16,Tuesday,7,12,Sunday,21000.0,0
Ads,Chrome,F,48,Netherlands,1,6,30,Tuesday,10,6,Tuesday,6875.0,0
SEO,IE,F,32,Unknown Country,1,1,10,Saturday,1,15,Thursday,inf,0
SEO,Chrome,F,29,Japan,1,3,3,Tuesday,5,12,Tuesday,4666.666666666667,0
Direct,Safari,F,54,United States,1,3,25,Wednesday,5,20,Wednesday,16750.0,0
SEO,IE,M,35,United States,1,7,12,Sunday,8,20,Thursday,15000.0,0
SEO,FireFox,M,44,China,1,6,13,Saturday,9,19,Saturday,9625.0,0
Direct,Chrome,F,20,Australia,1,2,26,Thursday,4,11,Saturday,8333.333333333334,0
Ads,FireFox,F,36,Unknown Country,1,4,17,Friday,6,13,Saturday,4400.0,0
SEO,Chrome,M,45,United States,1,1,24,Saturday,5,1,Friday,8625.0,0
Direct,Chrome,F,48,Japan,1,5,4,Monday,6,24,Wednesday,8500.0,0
Ads,IE,F,32,United States,1,3,14,Saturday,4,21,Tuesday,4000.0,0
SEO,Safari,M,44,Unknown Country,1,1,8,Thursday,1,29,Thursday,8500.0,0
Direct,FireFox,F,31,United States,1,2,12,Thursday,4,25,Saturday,11166.666666666666,0
Direct,IE,M,37,United States,1,5,11,Monday,6,1,Monday,26500.0,0
Direct,Safari,M,48,Japan,1,4,23,Thursday,4,25,Saturday,inf,0
Ads,Chrome,M,32,United States,1,1,4,Sunday,2,27,Friday,17750.0,0
Ads,FireFox,M,30,Mexico,1,3,30,Monday,5,12,Tuesday,20333.333333333332,0
SEO,Chrome,F,46,China,1,4,28,Tuesday,8,26,Wednesday,4888.888888888889,0
Ads,IE,F,29,United States,2,5,1,Friday,8,3,Monday,5857.142857142857,0
SEO,Chrome,F,30,Germany,1,3,4,Wednesday,6,17,Wednesday,3125.0,0
SEO,IE,F,33,Russian Federation,10,1,7,Wednesday,1,7,Wednesday,inf,1
SEO,FireFox,F,20,United States,1,8,4,Tuesday,8,15,Saturday,35000.0,0
SEO,IE,M,23,Unknown Country,1,4,2,Thursday,6,8,Monday,5200.0,0
Ads,Chrome,F,31,China,11,1,9,Friday,1,9,Friday,inf,1
SEO,Safari,F,28,China,1,7,10,Friday,9,6,Sunday,9000.0,0
Ads,FireFox,M,38,United States,1,6,17,Wednesday,9,9,Wednesday,4571.428571428572,0
SEO,IE,M,29,Lebanon,1,1,18,Sunday,2,7,Saturday,18500.0,0
Ads,Chrome,M,34,Unknown Country,1,3,4,Wednesday,3,28,Saturday,16000.0,0
SEO,Chrome,M,62,Unknown Country,1,2,16,Monday,5,4,Monday,6166.666666666667,0
Direct,Chrome,M,31,United States,1,3,27,Friday,5,10,Sunday,18000.0,0
SEO,Chrome,M,29,Korea Republic of,1,4,1,Wednesday,4,29,Wednesday,16500.0,0
Ads,Chrome,F,39,United States,1,3,28,Saturday,6,16,Tuesday,10500.0,0
SEO,IE,F,39,United States,1,5,15,Friday,8,4,Tuesday,6833.333333333333,0
SEO,FireFox,F,33,United States,1,6,27,Saturday,9,18,Friday,5857.142857142857,0
SEO,Opera,M,28,United States,1,2,24,Tuesday,3,13,Friday,35000.0,0
Ads,Chrome,F,59,United States,1,5,2,Saturday,5,26,Tuesday,9500.0,0
SEO,Safari,M,18,United States,1,7,24,Friday,8,3,Monday,21000.0,0
Ads,Chrome,M,35,United States,1,2,1,Sunday,2,27,Friday,10500.0,0
Direct,IE,M,29,United States,1,4,5,Sunday,5,21,Thursday,9000.0,0
Ads,FireFox,M,36,United States,1,5,15,Friday,6,15,Monday,19500.0,0
SEO,Safari,F,35,United States,1,6,22,Monday,10,17,Saturday,2222.222222222222,0
SEO,Chrome,M,58,Austria,1,7,6,Monday,9,29,Tuesday,7428.571428571428,0
Ads,FireFox,M,54,Brazil,1,2,13,Friday,3,25,Wednesday,12000.0,0
SEO,Chrome,F,31,Switzerland,1,8,9,Sunday,10,15,Thursday,3400.0,0
Ads,FireFox,F,20,United States,1,6,24,Wednesday,7,17,Friday,22000.0,0
SEO,Chrome,M,19,Unknown Country,1,5,8,Friday,6,14,Sunday,6666.666666666667,0
Direct,Chrome,M,42,United Kingdom,1,2,17,Tuesday,3,12,Thursday,14000.0,0
SEO,Chrome,M,29,United States,1,8,1,Saturday,8,8,Saturday,32000.0,0
Direct,Chrome,M,44,United States,2,5,16,Saturday,9,1,Tuesday,6111.111111111111,1
Direct,Chrome,M,30,Switzerland,1,7,2,Thursday,7,6,Monday,inf,0
Direct,Safari,M,36,Indonesia,1,7,12,Sunday,8,29,Saturday,3500.0,0
Ads,FireFox,M,29,China,1,6,12,Friday,10,5,Monday,1666.6666666666667,0
SEO,IE,F,30,Netherlands,1,3,11,Wednesday,4,10,Friday,25000.0,0
SEO,Chrome,M,31,Unknown Country,1,4,20,Monday,7,27,Monday,2875.0,0
Direct,Chrome,M,38,India,9,1,10,Saturday,1,10,Saturday,inf,1
Ads,IE,M,20,United States,1,4,8,Wednesday,4,28,Tuesday,14000.0,0
Direct,Chrome,M,33,France,1,3,7,Saturday,5,19,Tuesday,8166.666666666667,0
Direct,Chrome,M,45,Italy,1,7,16,Thursday,9,22,Tuesday,2000.0,0
Ads,IE,M,20,Japan,2,4,11,Saturday,6,14,Sunday,6000.0,0
Ads,Chrome,M,43,Pakistan,1,2,13,Friday,3,1,Sunday,18000.0,0
Direct,IE,F,29,Israel,1,5,22,Friday,5,24,Sunday,inf,0
Ads,FireFox,M,31,United States,1,7,18,Saturday,9,7,Monday,4250.0,0
SEO,Chrome,F,30,United States,1,6,13,Saturday,9,17,Thursday,2125.0,0
SEO,Chrome,M,32,China,1,5,17,Sunday,6,23,Tuesday,8333.333333333334,0
SEO,Chrome,F,35,Unknown Country,1,7,31,Friday,9,12,Saturday,14000.0,0
SEO,IE,F,46,United States,1,2,15,Sunday,5,30,Saturday,5750.0,0
SEO,Safari,M,35,United States,1,6,20,Saturday,7,18,Saturday,6500.0,0
Ads,Safari,M,34,China,1,6,29,Monday,9,2,Wednesday,7200.0,0
SEO,Opera,F,22,United States,1,8,13,Thursday,9,27,Sunday,4750.0,0
SEO,IE,M,25,United Kingdom,1,2,17,Tuesday,4,25,Saturday,7000.0,0
SEO,FireFox,M,26,Japan,1,4,11,Saturday,7,29,Wednesday,4333.333333333333,0
Direct,FireFox,F,37,Korea Republic of,1,4,20,Monday,6,10,Wednesday,6250.0,0
Direct,Safari,F,34,Taiwan; Republic of China (ROC),1,5,13,Wednesday,6,14,Sunday,12666.666666666666,0
SEO,Chrome,M,25,United States,1,5,4,Monday,7,3,Friday,11800.0,0
SEO,Chrome,M,44,United States,1,6,8,Monday,6,26,Friday,27000.0,0
Ads,IE,M,58,United States,1,3,28,Saturday,7,20,Monday,1444.4444444444443,0
Ads,Safari,M,45,United States,1,8,12,Wednesday,9,15,Tuesday,8000.0,0
SEO,Safari,F,37,Chile,1,1,4,Sunday,3,12,Thursday,8800.0,0
Ads,Chrome,M,33,Ecuador,1,6,8,Monday,7,10,Friday,20500.0,0
Ads,Chrome,M,22,Unknown Country,6,1,12,Monday,1,12,Monday,inf,1
Direct,Chrome,M,50,China,1,5,9,Saturday,7,9,Thursday,3800.0,0
Direct,Chrome,F,46,Italy,1,4,14,Tuesday,5,9,Saturday,16000.0,0
SEO,FireFox,F,24,Unknown Country,1,6,30,Tuesday,8,12,Wednesday,4000.0,0
SEO,Safari,M,24,France,1,5,4,Monday,7,25,Saturday,10166.666666666666,0
Ads,Chrome,M,45,Sweden,1,4,18,Saturday,6,9,Tuesday,8250.0,0
SEO,Chrome,M,33,China,1,3,24,Tuesday,5,6,Wednesday,14333.333333333334,0
Ads,IE,F,47,United States,1,2,16,Monday,4,9,Thursday,10750.0,0
Direct,Chrome,F,24,China,1,4,1,Wednesday,5,11,Monday,8000.0,0
SEO,Chrome,M,21,Unknown Country,1,4,8,Wednesday,4,29,Wednesday,25000.0,0
Ads,Chrome,F,38,United States,2,2,5,Thursday,3,8,Sunday,19000.0,0
Direct,Chrome,M,29,United States,1,2,8,Sunday,6,3,Wednesday,3666.6666666666665,0
SEO,Chrome,F,41,United States,1,6,18,Thursday,8,1,Saturday,23000.0,0
Direct,Safari,F,41,Korea Republic of,1,6,30,Tuesday,9,7,Monday,3400.0,0
Direct,Chrome,M,27,United States,1,3,24,Tuesday,6,4,Thursday,2333.3333333333335,0
Direct,IE,M,38,Germany,1,6,30,Tuesday,9,30,Wednesday,2000.0,0
SEO,IE,F,28,Unknown Country,1,3,8,Sunday,4,26,Sunday,13500.0,0
Direct,FireFox,F,19,United States,1,5,14,Thursday,8,8,Saturday,11571.42857142857,0
Ads,Chrome,M,19,United States,1,6,15,Monday,9,6,Sunday,9285.714285714286,0
SEO,Chrome,M,36,Italy,16,1,8,Thursday,1,8,Thursday,inf,1
Ads,Chrome,F,25,Unknown Country,2,2,5,Thursday,2,6,Friday,inf,0
SEO,Safari,M,39,Korea Republic of,1,5,4,Monday,7,28,Tuesday,2428.5714285714284,0
Direct,Chrome,F,34,Iran (ISLAMIC Republic Of),1,3,1,Sunday,3,7,Saturday,inf,0
SEO,IE,M,33,Unknown Country,1,5,13,Wednesday,7,15,Wednesday,8800.0,0
SEO,IE,F,41,United States,1,6,24,Wednesday,8,23,Sunday,8000.0,0
SEO,Chrome,F,24,Unknown Country,1,5,12,Tuesday,6,6,Saturday,7000.0,0
Ads,Safari,F,24,United States,8,1,8,Thursday,1,8,Thursday,inf,1
Ads,FireFox,F,35,United States,1,1,5,Monday,3,4,Wednesday,10800.0,0
Direct,Chrome,M,30,Japan,1,1,2,Friday,3,2,Monday,8600.0,0
Direct,Chrome,F,45,Viet Nam,1,1,18,Sunday,2,23,Monday,6000.0,0
